ms (since 1970-01-01 00:00:00),YYYYMMDD,HH,DD,FH,FF,FX
1573646400000,20191113,12,220,80,100,130
1573650000000,20191113,13,230,110,110,140
1573653600000,20191113,14,200,80,80,130
1573657200000,20191113,15,180,70,60,90
1573660800000,20191113,16,190,70,80,90
1573664400000,20191113,17,200,90,80,120
1573668000000,20191113,18,200,90,70,130
1573671600000,20191113,19,190,50,50,100
1573675200000,20191113,20,160,60,60,70
1573678800000,20191113,21,160,60,70,80
1573682400000,20191113,22,170,70,70,90
1573686000000,20191113,23,160,70,70,90
1573689600000,20191113,24,160,70,70,90
1573693200000,20191114,1,150,70,70,90
1573696800000,20191114,2,150,60,70,90
1573700400000,20191114,3,140,70,70,90
1573704000000,20191114,4,140,70,70,90
1573707600000,20191114,5,130,70,80,100
1573711200000,20191114,6,130,80,80,100
1573714800000,20191114,7,130,90,90,100
1573718400000,20191114,8,120,90,90,100
1573722000000,20191114,9,130,90,90,110
1573725600000,20191114,10,120,90,90,110
1573729200000,20191114,11,130,90,90,110
1573732800000,20191114,12,120,90,90,100
1573736400000,20191114,13,110,80,70,100
1573740000000,20191114,14,110,60,70,90
1573743600000,20191114,15,100,70,70,90
1573747200000,20191114,16,90,60,60,80
1573750800000,20191114,17,90,70,60,80
1573754400000,20191114,18,80,60,60,80
1573758000000,20191114,19,80,70,70,80
1573761600000,20191114,20,80,70,70,90
1573765200000,20191114,21,80,70,70,90
1573768800000,20191114,22,80,70,70,90
1573772400000,20191114,23,70,80,90,100
1573776000000,20191114,24,70,90,90,110
1573779600000,20191115,1,80,90,90,110
1573783200000,20191115,2,70,90,100,110
1573786800000,20191115,3,70,100,100,120
1573790400000,20191115,4,60,100,100,130
1573794000000,20191115,5,70,120,120,160
1573797600000,20191115,6,70,120,120,150
1573801200000,20191115,7,60,100,100,150
1573804800000,20191115,8,60,100,110,130
1573808400000,20191115,9,60,100,100,130
1573812000000,20191115,10,60,100,100,120
1573815600000,20191115,11,50,100,100,130
1573819200000,20191115,12,70,100,90,130
1573822800000,20191115,13,80,90,90,110
1573826400000,20191115,14,70,90,90,110
1573830000000,20191115,15,70,90,90,110
1573833600000,20191115,16,70,90,90,120
1573837200000,20191115,17,80,80,70,100
1573840800000,20191115,18,90,70,70,90
1573844400000,20191115,19,80,70,70,90
1573848000000,20191115,20,110,70,60,80
1573851600000,20191115,21,110,60,60,70
1573855200000,20191115,22,120,40,40,60
1573858800000,20191115,23,150,40,40,50
1573862400000,20191115,24,180,30,30,40
1573866000000,20191116,1,200,30,20,40
1573869600000,20191116,2,220,30,30,40
1573873200000,20191116,3,240,30,30,40
1573876800000,20191116,4,250,30,30,40
1573880400000,20191116,5,260,30,20,40
1573884000000,20191116,6,240,40,40,50
1573887600000,20191116,7,210,50,50,60
1573891200000,20191116,8,220,50,60,70
1573894800000,20191116,9,220,70,80,90
1573898400000,20191116,10,220,80,80,100
1573902000000,20191116,11,230,80,80,100
1573905600000,20191116,12,220,80,90,100
1573909200000,20191116,13,220,80,80,100
1573912800000,20191116,14,210,80,80,100
1573916400000,20191116,15,210,60,50,90
1573920000000,20191116,16,220,40,60,70
1573923600000,20191116,17,200,60,60,80
1573927200000,20191116,18,200,60,60,80
1573930800000,20191116,19,190,60,60,80
1573934400000,20191116,20,190,80,80,100
1573938000000,20191116,21,190,90,90,110
1573941600000,20191116,22,190,90,70,110
1573945200000,20191116,23,200,70,70,90
1573948800000,20191116,24,200,70,80,90
1573952400000,20191117,1,180,70,80,90
1573956000000,20191117,2,190,80,70,90
1573959600000,20191117,3,180,70,70,90
1573963200000,20191117,4,190,60,60,80
1573966800000,20191117,5,190,60,50,70
1573970400000,20191117,6,180,50,40,70
1573974000000,20191117,7,170,50,50,60
1573977600000,20191117,8,160,50,60,70
1573981200000,20191117,9,180,50,50,70
1573984800000,20191117,10,230,30,30,50
1573988400000,20191117,11,250,20,10,30
1573992000000,20191117,12,60,10,20,20
1573995600000,20191117,13,60,20,30,30
1573999200000,20191117,14,80,40,40,50
1574002800000,20191117,15,50,40,30,50
1574006400000,20191117,16,40,30,40,50
1574010000000,20191117,17,40,40,40,50
1574013600000,20191117,18,40,50,50,60
1574017200000,20191117,19,20,60,60,80
1574020800000,20191117,20,30,60,70,80
1574024400000,20191117,21,20,60,70,80
1574028000000,20191117,22,20,70,80,90
1574031600000,20191117,23,20,70,70,90
1574035200000,20191117,24,30,60,60,80
1574038800000,20191118,1,20,50,50,60
1574042400000,20191118,2,360,50,50,70
1574046000000,20191118,3,360,50,60,70
1574049600000,20191118,4,350,70,70,90
1574053200000,20191118,5,350,80,80,90
1574056800000,20191118,6,350,80,80,100
1574060400000,20191118,7,350,80,70,100
1574064000000,20191118,8,340,70,80,90
1574067600000,20191118,9,340,70,70,90
1574071200000,20191118,10,330,70,70,90
1574074800000,20191118,11,340,90,90,110
1574078400000,20191118,12,330,80,70,110
1574082000000,20191118,13,320,70,70,90
1574085600000,20191118,14,320,70,70,100
1574089200000,20191118,15,320,70,70,110
1574092800000,20191118,16,310,60,50,100
1574096400000,20191118,17,330,80,100,130
1574100000000,20191118,18,320,90,90,120
1574103600000,20191118,19,320,100,100,130
1574107200000,20191118,20,320,100,90,120
1574110800000,20191118,21,310,90,100,120
1574114400000,20191118,22,280,90,80,120
1574118000000,20191118,23,280,80,80,100
1574121600000,20191118,24,280,70,60,90
1574125200000,20191119,1,300,80,90,120
1574128800000,20191119,2,310,90,80,110
1574132400000,20191119,3,280,70,60,110
1574136000000,20191119,4,300,80,90,130
1574139600000,20191119,5,320,70,60,110
1574143200000,20191119,6,300,50,60,80
1574146800000,20191119,7,300,60,50,80
1574150400000,20191119,8,250,50,50,70
1574154000000,20191119,9,280,50,60,90
1574157600000,20191119,10,250,50,70,80
1574161200000,20191119,11,260,60,60,90
1574164800000,20191119,12,320,60,50,90
1574168400000,20191119,13,230,30,30,70
1574172000000,20191119,14,230,50,40,60
1574175600000,20191119,15,230,50,70,80
1574179200000,20191119,16,270,70,60,90
1574182800000,20191119,17,250,50,50,70
1574186400000,20191119,18,280,50,40,60
1574190000000,20191119,19,240,40,50,60
1574193600000,20191119,20,220,40,30,60
1574197200000,20191119,21,210,30,40,40
1574200800000,20191119,22,200,40,40,50
1574204400000,20191119,23,200,40,40,50
1574208000000,20191119,24,200,40,40,50
1574211600000,20191120,1,190,30,30,40
1574215200000,20191120,2,190,30,40,40
1574218800000,20191120,3,190,30,30,40
1574222400000,20191120,4,180,20,20,30
1574226000000,20191120,5,190,20,30,40
1574229600000,20191120,6,160,30,30,50
1574233200000,20191120,7,170,30,30,40
1574236800000,20191120,8,150,30,30,40
1574240400000,20191120,9,120,20,20,30
1574244000000,20191120,10,110,30,30,40
1574247600000,20191120,11,130,40,30,40
1574251200000,20191120,12,130,30,20,40
1574254800000,20191120,13,120,20,20,30
1574258400000,20191120,14,90,40,50,60
1574262000000,20191120,15,90,60,60,80
1574265600000,20191120,16,110,70,70,90
1574269200000,20191120,17,100,60,60,80
1574272800000,20191120,18,120,60,60,80
1574276400000,20191120,19,110,60,70,90
1574280000000,20191120,20,100,70,70,90
1574283600000,20191120,21,110,70,70,90
1574287200000,20191120,22,130,70,70,90
1574290800000,20191120,23,130,60,70,80
1574294400000,20191120,24,110,60,70,90
1574298000000,20191121,1,110,60,70,80
1574301600000,20191121,2,110,70,70,90
1574305200000,20191121,3,90,70,70,90
1574308800000,20191121,4,100,80,80,100
1574312400000,20191121,5,110,80,80,100
1574316000000,20191121,6,110,80,80,100
1574319600000,20191121,7,100,80,90,110
1574323200000,20191121,8,90,80,80,110
1574326800000,20191121,9,90,90,90,120
1574330400000,20191121,10,90,90,90,110
1574334000000,20191121,11,90,90,90,110
1574337600000,20191121,12,90,90,80,110
1574341200000,20191121,13,80,90,90,110
1574344800000,20191121,14,90,90,90,110
1574348400000,20191121,15,90,90,80,100
1574352000000,20191121,16,90,80,80,100
1574355600000,20191121,17,100,80,80,100
1574359200000,20191121,18,110,80,80,90
1574362800000,20191121,19,120,70,60,90
1574366400000,20191121,20,120,60,60,70
1574370000000,20191121,21,110,60,70,80
1574373600000,20191121,22,120,70,70,80
1574377200000,20191121,23,130,60,60,70
1574380800000,20191121,24,140,60,60,70
1574384400000,20191122,1,110,50,50,70
1574388000000,20191122,2,130,60,60,70
1574391600000,20191122,3,130,60,50,70
1574395200000,20191122,4,140,50,50,70
1574398800000,20191122,5,140,50,60,80
1574402400000,20191122,6,160,60,60,70
1574406000000,20191122,7,150,60,60,80
1574409600000,20191122,8,150,60,60,80
1574413200000,20191122,9,160,60,60,80
1574416800000,20191122,10,160,70,70,80
1574420400000,20191122,11,140,70,60,90
1574424000000,20191122,12,160,60,60,80
1574427600000,20191122,13,150,60,60,80
1574431200000,20191122,14,140,60,60,80
1574434800000,20191122,15,120,60,60,70
1574438400000,20191122,16,110,60,60,70
1574442000000,20191122,17,110,70,70,90
1574445600000,20191122,18,110,70,70,80
1574449200000,20191122,19,100,70,70,80
1574452800000,20191122,20,110,70,70,80
1574456400000,20191122,21,100,80,80,100
1574460000000,20191122,22,100,80,80,100
1574463600000,20191122,23,100,80,80,100
1574467200000,20191122,24,100,80,80,100
1574470800000,20191123,1,90,90,100,110
1574474400000,20191123,2,90,100,100,120
1574478000000,20191123,3,90,100,110,130
1574481600000,20191123,4,100,120,120,140
1574485200000,20191123,5,90,110,120,140
1574488800000,20191123,6,90,120,120,140
1574492400000,20191123,7,100,110,110,140
1574496000000,20191123,8,100,110,100,140
1574499600000,20191123,9,90,100,110,120
1574503200000,20191123,10,90,100,100,120
1574506800000,20191123,11,90,110,110,130
1574510400000,20191123,12,100,110,90,150
1574514000000,20191123,13,100,80,70,110
1574517600000,20191123,14,80,60,70,80
1574521200000,20191123,15,70,80,80,100
1574524800000,20191123,16,70,90,110,140
1574528400000,20191123,17,90,100,100,140
1574532000000,20191123,18,90,80,80,110
1574535600000,20191123,19,90,90,100,120
1574539200000,20191123,20,90,100,100,120
1574542800000,20191123,21,90,100,90,120
1574546400000,20191123,22,90,80,70,110
1574550000000,20191123,23,90,70,70,80
1574553600000,20191123,24,90,70,70,80
1574557200000,20191124,1,90,70,70,90
1574560800000,20191124,2,90,70,70,90
1574564400000,20191124,3,80,60,60,80
1574568000000,20191124,4,90,70,70,90
1574571600000,20191124,5,100,60,70,80
1574575200000,20191124,6,100,70,70,90
1574578800000,20191124,7,120,70,70,80
1574582400000,20191124,8,120,60,50,80
1574586000000,20191124,9,120,60,60,80
1574589600000,20191124,10,130,50,40,70
1574593200000,20191124,11,120,50,50,60
1574596800000,20191124,12,130,40,30,60
1574600400000,20191124,13,120,40,40,50
1574604000000,20191124,14,130,40,40,50
1574607600000,20191124,15,120,30,30,50
1574611200000,20191124,16,140,40,40,40
1574614800000,20191124,17,150,30,20,30
1574618400000,20191124,18,120,30,30,40
1574622000000,20191124,19,130,30,30,40
1574625600000,20191124,20,140,30,30,40
1574629200000,20191124,21,140,30,30,40
1574632800000,20191124,22,160,30,30,30
1574636400000,20191124,23,120,30,20,30
1574640000000,20191124,24,130,30,30,30
1574643600000,20191125,1,130,30,30,40
1574647200000,20191125,2,120,30,40,40
1574650800000,20191125,3,120,50,50,60
1574654400000,20191125,4,120,50,50,60
1574658000000,20191125,5,130,40,40,50
1574661600000,20191125,6,130,40,50,60
1574665200000,20191125,7,150,40,40,60
1574668800000,20191125,8,140,40,40,50
1574672400000,20191125,9,130,50,50,50
1574676000000,20191125,10,140,50,50,60
1574679600000,20191125,11,180,40,30,50
1574683200000,20191125,12,180,50,50,70
1574686800000,20191125,13,160,40,40,60
1574690400000,20191125,14,160,40,40,60
1574694000000,20191125,15,140,30,40,50
1574697600000,20191125,16,120,40,50,50
1574701200000,20191125,17,130,60,60,70
1574704800000,20191125,18,130,70,60,80
1574708400000,20191125,19,120,60,50,70
1574712000000,20191125,20,130,50,50,60
1574715600000,20191125,21,140,50,50,60
1574719200000,20191125,22,140,50,50,70
1574722800000,20191125,23,140,60,50,70
1574726400000,20191125,24,150,60,60,70
1574730000000,20191126,1,150,60,70,80
1574733600000,20191126,2,160,60,60,80
1574737200000,20191126,3,170,60,60,70
1574740800000,20191126,4,170,60,60,70
1574744400000,20191126,5,180,60,70,80
1574748000000,20191126,6,170,60,60,80
1574751600000,20191126,7,170,60,60,70
1574755200000,20191126,8,170,60,60,70
1574758800000,20191126,9,170,60,70,80
1574762400000,20191126,10,180,70,70,80
1574766000000,20191126,11,170,70,70,90
1574769600000,20191126,12,170,70,70,80
1574773200000,20191126,13,170,70,70,80
1574776800000,20191126,14,170,60,70,70
1574780400000,20191126,15,170,70,60,80
1574784000000,20191126,16,180,70,70,100
1574787600000,20191126,17,170,70,70,90
1574791200000,20191126,18,170,70,70,90
1574794800000,20191126,19,170,80,80,90
1574798400000,20191126,20,170,70,70,90
1574802000000,20191126,21,180,80,80,90
1574805600000,20191126,22,180,70,70,90
1574809200000,20191126,23,160,70,70,80
1574812800000,20191126,24,170,70,70,90
1574816400000,20191127,1,170,70,70,80
1574820000000,20191127,2,150,70,70,80
1574823600000,20191127,3,140,60,50,80
1574827200000,20191127,4,130,60,50,80
1574830800000,20191127,5,120,60,70,80
1574834400000,20191127,6,110,70,70,80
1574838000000,20191127,7,130,80,70,100
1574841600000,20191127,8,150,70,90,110
1574845200000,20191127,9,160,80,80,110
1574848800000,20191127,10,180,90,100,120
1574852400000,20191127,11,180,90,90,120
1574856000000,20191127,12,190,80,70,110
1574859600000,20191127,13,190,90,90,120
1574863200000,20191127,14,190,80,70,130
1574866800000,20191127,15,170,80,80,100
1574870400000,20191127,16,170,80,80,110
1574874000000,20191127,17,170,80,80,100
1574877600000,20191127,18,160,80,80,100
1574881200000,20191127,19,160,80,90,110
1574884800000,20191127,20,160,70,70,100
1574888400000,20191127,21,170,90,80,110
1574892000000,20191127,22,190,100,100,130
1574895600000,20191127,23,240,110,120,170
1574899200000,20191127,24,230,110,110,150
1574902800000,20191128,1,220,120,120,150
1574906400000,20191128,2,220,110,100,130
1574910000000,20191128,3,220,110,120,140
1574913600000,20191128,4,220,110,120,140
1574917200000,20191128,5,220,120,120,140
1574920800000,20191128,6,220,110,110,140
1574924400000,20191128,7,240,110,110,140
1574928000000,20191128,8,230,110,100,130
1574931600000,20191128,9,240,100,90,130
1574935200000,20191128,10,250,90,90,110
1574938800000,20191128,11,250,80,80,100
1574942400000,20191128,12,250,80,70,90
1574946000000,20191128,13,260,70,60,90
1574949600000,20191128,14,260,60,60,80
1574953200000,20191128,15,290,60,50,90
1574956800000,20191128,16,320,60,70,100
1574960400000,20191128,17,320,70,70,100
1574964000000,20191128,18,320,70,60,110
1574967600000,20191128,19,330,70,70,120
1574971200000,20191128,20,340,70,90,130
1574974800000,20191128,21,320,80,70,110
1574978400000,20191128,22,320,70,80,110
1574982000000,20191128,23,320,80,70,130
1574985600000,20191128,24,320,70,70,100
1574989200000,20191129,1,310,70,70,90
1574992800000,20191129,2,290,60,50,80
1574996400000,20191129,3,290,70,70,120
1575000000000,20191129,4,290,60,60,90
1575003600000,20191129,5,300,60,60,80
1575007200000,20191129,6,280,60,50,110
1575010800000,20191129,7,310,60,70,90
1575014400000,20191129,8,310,90,90,140
1575018000000,20191129,9,300,80,80,120
1575021600000,20191129,10,280,60,50,100
1575025200000,20191129,11,310,60,70,100
1575028800000,20191129,12,320,60,60,90
1575032400000,20191129,13,330,70,100,120
1575036000000,20191129,14,340,90,80,140
1575039600000,20191129,15,300,60,60,100
1575043200000,20191129,16,330,70,80,120
1575046800000,20191129,17,300,60,50,110
1575050400000,20191129,18,290,60,70,90
1575054000000,20191129,19,290,60,50,100
1575057600000,20191129,20,290,50,40,60
1575061200000,20191129,21,280,50,50,60
1575064800000,20191129,22,290,50,40,60
1575068400000,20191129,23,300,40,30,60
1575072000000,20191129,24,270,30,40,50
1575075600000,20191130,1,290,40,40,40
1575079200000,20191130,2,290,30,40,40
1575082800000,20191130,3,310,40,40,50
1575086400000,20191130,4,270,40,50,50
1575090000000,20191130,5,260,40,40,60
1575093600000,20191130,6,280,40,30,50
1575097200000,20191130,7,270,40,40,60
1575100800000,20191130,8,260,40,30,60
1575104400000,20191130,9,250,30,30,40
1575108000000,20191130,10,240,20,30,40
1575111600000,20191130,11,250,40,40,40
1575115200000,20191130,12,250,40,40,50
1575118800000,20191130,13,260,40,30,50
1575122400000,20191130,14,250,30,30,40
1575126000000,20191130,15,280,20,20,30
1575129600000,20191130,16,310,20,10,20
1575133200000,20191130,17,10,10,10,10
1575136800000,20191130,18,10,20,20,20
1575140400000,20191130,19,10,20,20,20
1575144000000,20191130,20,140,20,20,20
1575147600000,20191130,21,170,20,30,30
1575151200000,20191130,22,170,20,20,30
1575154800000,20191130,23,190,20,20,30
1575158400000,20191130,24,50,20,30,30
1575162000000,20191201,1,70,20,20,30
1575165600000,20191201,2,130,20,20,20
1575169200000,20191201,3,60,10,20,20
1575172800000,20191201,4,120,20,20,20
1575176400000,20191201,5,70,20,20,30
1575180000000,20191201,6,80,30,30,40
1575183600000,20191201,7,50,30,40,40
1575187200000,20191201,8,60,30,30,40
1575190800000,20191201,9,100,20,10,40
1575194400000,20191201,10,140,20,30,30
1575198000000,20191201,11,110,20,20,30
1575201600000,20191201,12,90,10,10,20
1575205200000,20191201,13,70,10,10,30
1575208800000,20191201,14,40,10,10,20
1575212400000,20191201,15,20,10,10,20
1575216000000,20191201,16,20,10,10,10
1575219600000,20191201,17,330,20,20,30
1575223200000,20191201,18,310,30,30,40
1575226800000,20191201,19,320,30,30,50
1575230400000,20191201,20,330,30,40,50
1575234000000,20191201,21,310,30,40,50
1575237600000,20191201,22,290,40,30,40
1575241200000,20191201,23,290,30,40,50
1575244800000,20191201,24,290,40,40,60
1575248400000,20191202,1,280,50,50,60
1575252000000,20191202,2,300,50,40,70
1575255600000,20191202,3,260,50,50,60
1575259200000,20191202,4,280,50,50,60
1575262800000,20191202,5,280,50,50,60
1575266400000,20191202,6,280,50,50,60
1575270000000,20191202,7,270,50,50,60
